Elapsed time,AECG1,AECG2,AECG3,AECG4
'0:02.474',3,1.8,-1.6,1.4
'0:02.475',3.3,1.6,-1.6,1.8
'0:02.476',3.5,1.5,-1.6,2.2
'0:02.477',3.7,1.4,-1.6,2.6
'0:02.478',3.9,1.3,-1.6,2.8
'0:02.479',4.1,1.2,-1.6,2.9
'0:02.480',4.2,1.2,-1.6,2.9
'0:02.481',4.3,1.2,-1.7,2.9
'0:02.482',4.3,1.4,-1.7,2.8
'0:02.483',4.3,1.7,-1.7,2.6
'0:02.484',4.2,2.1,-1.7,2.4
'0:02.485',4.1,2.4,-1.7,2.1
'0:02.486',4,2.8,-1.7,1.7
'0:02.487',3.8,3,-1.6,1.5
'0:02.488',3.6,3.3,-1.6,1.2
'0:02.489',3.4,3.6,-1.5,1
'0:02.490',3.3,4,-1.4,0.9
'0:02.491',3.2,4.3,-1.3,0.8
'0:02.492',3.2,4.6,-1.1,0.6
'0:02.493',3.3,4.7,-0.9,0.5
'0:02.494',3.5,4.9,-0.7,0.5
'0:02.495',3.8,5,-0.4,0.7
'0:02.496',4.1,5.1,-0.1,0.9
'0:02.497',4.5,5.3,0.3,1.2
'0:02.498',4.8,5.4,0.8,1.6
'0:02.499',5.2,5.5,1.4,2.1
'0:02.500',5.5,5.5,2,2.6
'0:02.501',5.9,5.5,2.6,3.3
'0:02.502',6.2,5.4,3.1,4
'0:02.503',6.4,5.3,3.7,4.7
'0:02.504',6.6,5.3,4.2,5.4
'0:02.505',6.9,5.3,4.8,6
'0:02.506',7,5.3,5.3,6.5
'0:02.507',7.2,5.3,5.7,7.1
'0:02.508',7.3,5.3,6.1,7.7
'0:02.509',7.3,5.4,6.4,8.2
'0:02.510',7.2,5.4,6.7,8.7
'0:02.511',7,5.6,7,9.2
'0:02.512',6.8,5.7,7.3,9.7
'0:02.513',6.5,5.8,7.6,10.2
'0:02.514',6.3,5.9,7.9,10.7
'0:02.515',6,5.9,8.2,11.1
'0:02.516',5.7,5.9,8.3,11.4
'0:02.517',5.4,6,8.4,11.5
'0:02.518',5.2,6,8.4,11.5
'0:02.519',4.9,6,8.2,11.5
'0:02.520',4.8,6,8,11.4
'0:02.521',4.8,6.1,7.7,11.1
'0:02.522',4.8,6.1,7.3,10.6
'0:02.523',4.8,6.1,6.7,10
'0:02.524',4.9,6,6.1,9.2
'0:02.525',4.9,5.8,5.4,8.3
'0:02.526',5.1,5.5,4.7,7.3
'0:02.527',5.2,5,3.9,6.4
'0:02.528',5.4,4.4,3,5.4
'0:02.529',5.5,3.7,2,4.4
'0:02.530',5.4,3,1,3.3
'0:02.531',5.3,2.2,-0.1,2.2
'0:02.532',5.3,1.2,-1.2,1.1
'0:02.533',5.6,-0.1,-2.3,-0.1
'0:02.534',6.3,-1.8,-3.5,-1.4
'0:02.535',7.1,-3.7,-4.9,-2.8
'0:02.536',7.9,-5.7,-6.4,-4.2
'0:02.537',8.6,-7.8,-8,-5.9
'0:02.538',9.1,-10.2,-9.7,-7.6
'0:02.539',9.8,-13,-11.6,-9.6
'0:02.540',10.8,-16.5,-13.6,-11.7
'0:02.541',12.1,-20.6,-15.8,-14.2
'0:02.542',13.5,-25.1,-18.1,-17
'0:02.543',14.9,-30.2,-20.6,-20.1
'0:02.544',16,-35.8,-23.2,-23.4
'0:02.545',17.1,-42.1,-25.8,-27
'0:02.546',18.1,-49,-28.5,-30.7
'0:02.547',18.8,-56.5,-31.1,-34.7
'0:02.548',19.1,-64.2,-33.5,-38.8
'0:02.549',18.8,-72,-35.6,-43.2
'0:02.550',17.4,-79.8,-37.3,-47.6
'0:02.551',15.1,-87.4,-38.5,-51.8
'0:02.552',11.6,-94.9,-39.1,-55.8
'0:02.553',7.4,-102,-39.2,-59.5
'0:02.554',2.7,-108.3,-38.7,-62.8
'0:02.555',-1.7,-113.4,-38,-65.4
'0:02.556',-5.5,-117,-37.3,-67.4
'0:02.557',-8,-119,-36.8,-68.4
'0:02.558',-9.2,-119.2,-36.4,-68.5
'0:02.559',-9.4,-117.6,-36,-67.7
'0:02.560',-9.1,-114.4,-35.3,-66
'0:02.561',-9.1,-109.7,-34.1,-63.4
'0:02.562',-9.7,-103.6,-32.2,-60.2
'0:02.563',-11,-96.4,-29.5,-56.1
'0:02.564',-12.9,-88.1,-26.2,-51.4
'0:02.565',-15.4,-79,-22.3,-46.2
'0:02.566',-18,-69.1,-17.9,-40.6
'0:02.567',-20.9,-58.8,-13.3,-34.9
'0:02.568',-23.8,-48.4,-8.6,-28.9
'0:02.569',-27,-38.1,-3.8,-23
'0:02.570',-30.3,-28.1,0.9,-17.2
'0:02.571',-33.9,-18.7,5.6,-11.7
'0:02.572',-37.5,-10.1,10.1,-6.7
'0:02.573',-41.2,-2.3,14.4,-2.1
'0:02.574',-44.6,4.6,18.3,1.8
'0:02.575',-47.6,10.4,21.7,5.1
'0:02.576',-49.8,15.3,24.5,7.9
'0:02.577',-51,19.1,26.5,10.1
'0:02.578',-50.8,22,27.6,11.7
'0:02.579',-49.2,24.2,27.8,12.9
'0:02.580',-45.8,25.8,27.1,13.8
'0:02.581',-40.9,26.9,25.4,14.2
'0:02.582',-34.5,27.8,23,14.5
'0:02.583',-27.2,28.4,19.9,14.5
'0:02.584',-19.2,28.6,16.4,14.2
'0:02.585',-11.1,28.5,12.6,13.8
'0:02.586',-3.1,28.1,8.8,13.3
'0:02.587',4.3,27.5,5.3,12.7
'0:02.588',10.9,26.9,2,12.1
'0:02.589',16.4,26.1,-0.8,11.4
'0:02.590',20.7,25.1,-3.1,10.8
'0:02.591',23.9,24,-4.9,10.1
'0:02.592',26.1,22.8,-6.4,9.5
'0:02.593',27.5,21.4,-7.4,8.9
'0:02.594',28.2,19.9,-8.1,8.3
'0:02.595',28.4,18.4,-8.5,7.7
'0:02.596',28.2,16.9,-8.7,7.1
'0:02.597',27.6,15.4,-8.8,6.5
'0:02.598',26.9,14,-8.7,6
'0:02.599',26.1,12.6,-8.6,5.6
'0:02.600',25.2,11.3,-8.4,5.2
'0:02.601',24.2,10.1,-8.2,4.9
'0:02.602',23.2,8.9,-7.9,4.6
'0:02.603',22.1,7.8,-7.7,4.3
'0:02.604',20.9,6.8,-7.3,4.1
'0:02.605',19.6,5.8,-7,3.9
'0:02.606',18.3,5,-6.6,3.6
'0:02.607',17,4.3,-6.2,3.4
'0:02.608',15.6,3.6,-5.8,3.1
'0:02.609',14.2,3.1,-5.4,2.9
'0:02.610',12.7,2.6,-5,2.7
'0:02.611',11.3,2,-4.6,2.5
'0:02.612',9.9,1.4,-4.1,2.2
'0:02.613',8.6,0.8,-3.6,1.8
'0:02.614',7.3,0.2,-3.2,1.5
'0:02.615',6.1,-0.3,-2.8,1.1
'0:02.616',4.9,-0.8,-2.4,0.9
'0:02.617',4,-1.2,-2.1,0.7
'0:02.618',3.2,-1.5,-1.7,0.5
'0:02.619',2.6,-1.7,-1.3,0.4
'0:02.620',2.1,-1.9,-0.9,0.2
'0:02.621',1.6,-2,-0.5,0
'0:02.622',1.2,-2.2,-0.2,-0.2
'0:02.623',0.8,-2.4,0,-0.4
'0:02.624',0.4,-2.8,0.2,-0.5
'0:02.625',0.2,-3.1,0.4,-0.6
'0:02.626',0,-3.3,0.5,-0.6
'0:02.627',-0.1,-3.4,0.6,-0.5
'0:02.628',-0.1,-3.3,0.7,-0.4
'0:02.629',0,-3.2,0.6,-0.3
'0:02.630',0.5,-2.9,0.4,-0.2
'0:02.631',1.2,-2.6,0.2,-0.2
'0:02.632',2.1,-2.3,-0.1,-0.3
'0:02.633',3.2,-2,-0.4,-0.4
'0:02.634',4.3,-1.6,-0.7,-0.7
'0:02.635',5.5,-1.2,-0.9,-1.1
'0:02.636',6.8,-0.8,-1.3,-1.6
'0:02.637',8.1,-0.4,-1.5,-2.4
'0:02.638',9.4,0,-1.7,-3.2
'0:02.639',10.5,0.4,-1.7,-4.1
'0:02.640',11.1,0.8,-1.5,-5.2
'0:02.641',11.4,1.2,-1.2,-6.2
'0:02.642',11.5,1.6,-0.9,-7
'0:02.643',11.5,1.9,-0.9,-7.5
'0:02.644',11.6,2,-1.1,-7.5
'0:02.645',11.5,2,-1.4,-7.1
'0:02.646',11.2,1.8,-1.7,-6.4
'0:02.647',10.4,1.4,-1.8,-5.7
'0:02.648',9.3,1,-1.6,-4.9
'0:02.649',8,0.4,-1.3,-4.2
'0:02.650',6.6,-0.2,-0.9,-3.5
'0:02.651',5.4,-0.8,-0.7,-2.8
'0:02.652',4.3,-1.3,-0.5,-2.1
'0:02.653',3.6,-1.7,-0.5,-1.6
'0:02.654',3.2,-2,-0.5,-1.2
'0:02.655',3.2,-2.3,-0.6,-1
'0:02.656',3.2,-2.6,-0.7,-0.7
'0:02.657',3.5,-2.9,-0.9,-0.4
'0:02.658',3.7,-3.3,-1.1,-0.1
'0:02.659',4,-3.6,-1.2,-0.1
'0:02.660',4.2,-3.9,-1.2,-0.3
'0:02.661',4.4,-4.3,-1.2,-0.7
'0:02.662',4.5,-4.7,-1.1,-1
'0:02.663',4.5,-5.1,-1.1,-1.1
'0:02.664',4.3,-5.5,-1,-1.1
'0:02.665',4.2,-5.8,-0.9,-0.9
'0:02.666',3.9,-6,-0.8,-0.7
'0:02.667',3.7,-6,-0.7,-0.5
'0:02.668',3.5,-6,-0.7,-0.3
'0:02.669',3.2,-6,-0.7,0.1
'0:02.670',3,-6,-0.7,0.4
'0:02.671',2.7,-5.9,-0.7,0.6
'0:02.672',2.4,-5.6,-0.7,0.8
'0:02.673',2.2,-5.1,-0.6,0.8
'0:02.674',2,-4.5,-0.6,0.9
'0:02.675',1.8,-3.9,-0.6,0.9
'0:02.676',1.7,-3.3,-0.5,0.8
'0:02.677',1.6,-2.9,-0.5,0.6
'0:02.678',1.5,-2.6,-0.6,0.3
'0:02.679',1.5,-2.3,-0.6,-0.1
'0:02.680',1.5,-2.1,-0.6,-0.4
'0:02.681',1.5,-2.1,-0.7,-0.6
'0:02.682',1.5,-2.3,-0.7,-0.8
'0:02.683',1.5,-2.6,-0.8,-1
'0:02.684',1.5,-3,-0.8,-1.3
'0:02.685',1.6,-3.4,-0.8,-1.5
'0:02.686',1.7,-3.7,-0.8,-1.7
'0:02.687',1.8,-4.1,-0.9,-1.9
'0:02.688',1.9,-4.5,-0.9,-2
'0:02.689',1.9,-4.9,-1,-2
'0:02.690',2,-5.4,-1,-2
'0:02.691',2,-5.8,-1.1,-2
'0:02.692',2.1,-6.1,-1.1,-2.1
'0:02.693',2.1,-6.3,-1.1,-2.1
'0:02.694',2.2,-6.5,-1.1,-2.2
'0:02.695',2.2,-6.7,-1.1,-2.3
'0:02.696',2.2,-6.8,-1.1,-2.4
'0:02.697',2.2,-7,-1.1,-2.5
'0:02.698',2.1,-7.1,-1.1,-2.6
'0:02.699',2,-7.2,-1.2,-2.7
'0:02.700',1.9,-7.2,-1.2,-2.8
'0:02.701',1.7,-7.2,-1.2,-3
'0:02.702',1.5,-7.3,-1.2,-3.2
'0:02.703',1.3,-7.4,-1.3,-3.4
'0:02.704',1,-7.7,-1.3,-3.7
'0:02.705',0.7,-8,-1.3,-3.9
'0:02.706',0.2,-8.3,-1.4,-4.1
'0:02.707',-0.3,-8.7,-1.5,-4.2
'0:02.708',-0.6,-9.1,-1.6,-4.2
'0:02.709',-0.8,-9.5,-1.8,-4.1
'0:02.710',-0.7,-9.9,-1.9,-4
'0:02.711',-0.5,-10.3,-2,-3.9
'0:02.712',-0.1,-10.5,-2.2,-3.7
'0:02.713',0.4,-10.8,-2.3,-3.5
'0:02.714',1,-10.9,-2.4,-3.3
'0:02.715',1.6,-11.1,-2.5,-3.1
'0:02.716',2.3,-11.1,-2.6,-3
'0:02.717',3.2,-10.9,-2.6,-2.9
'0:02.718',4.1,-10.5,-2.7,-2.8
'0:02.719',4.9,-10.1,-2.7,-2.7
'0:02.720',5.5,-9.6,-2.8,-2.7
'0:02.721',5.9,-9.2,-2.9,-2.7
'0:02.722',6.1,-8.8,-2.9,-2.8
'0:02.723',6.3,-8.3,-3,-2.9
'0:02.724',6.4,-7.9,-3,-3.1
'0:02.725',6.3,-7.6,-3,-3.3
'0:02.726',6.1,-7.4,-3,-3.5
'0:02.727',5.7,-7.2,-3,-3.7
'0:02.728',5.2,-7.2,-3.1,-3.9
'0:02.729',4.6,-7.2,-3.1,-4.1
'0:02.730',4.3,-7.5,-3.2,-4.3
'0:02.731',4,-7.9,-3.2,-4.5
'0:02.732',3.9,-8.3,-3.3,-4.8
'0:02.733',3.7,-8.5,-3.4,-5.2
'0:02.734',3.6,-8.4,-3.5,-5.5
'0:02.735',3.5,-8.3,-3.6,-5.8
'0:02.736',3.7,-8.4,-3.7,-6
'0:02.737',4.1,-9,-3.8,-6.2
'0:02.738',4.5,-9.8,-3.9,-6.3
'0:02.739',5,-10.6,-4,-6.4
'0:02.740',5.3,-11.2,-4.1,-6.6
'0:02.741',5.4,-11.4,-4.2,-6.7
'0:02.742',5.6,-11.5,-4.2,-6.9
'0:02.743',5.8,-11.7,-4.2,-7.1
'0:02.744',5.9,-12,-4.2,-7.2
'0:02.745',5.9,-12.3,-4.3,-7.4
'0:02.746',5.8,-12.5,-4.3,-7.4
'0:02.747',5.5,-12.6,-4.3,-7.6
'0:02.748',5.3,-12.6,-4.3,-7.7
'0:02.749',5.1,-12.6,-4.4,-7.8
'0:02.750',5,-12.6,-4.5,-8
'0:02.751',4.9,-12.4,-4.6,-8.3
'0:02.752',4.8,-12.2,-4.7,-8.6
'0:02.753',4.7,-12.1,-4.8,-9
'0:02.754',4.8,-12,-4.8,-9.4
'0:02.755',5.1,-11.9,-4.8,-9.7
'0:02.756',5.5,-11.8,-4.9,-9.9
'0:02.757',5.9,-11.7,-5,-10.1
'0:02.758',6.4,-11.6,-5.1,-10.2
'0:02.759',6.8,-11.5,-5.2,-10.2
'0:02.760',7.2,-11.5,-5.2,-10.1
'0:02.761',7.6,-11.5,-5.2,-9.9
'0:02.762',8,-11.5,-5.2,-9.7
'0:02.763',8.4,-11.6,-5.2,-9.3
'0:02.764',8.6,-11.8,-5.2,-8.8
'0:02.765',8.7,-12,-5.2,-8.3
'0:02.766',8.7,-12.1,-5.2,-7.8
'0:02.767',8.5,-12.3,-5.2,-7.2
'0:02.768',8.3,-12.5,-5.2,-6.7
'0:02.769',8.1,-12.7,-5.3,-6.1
'0:02.770',7.8,-12.9,-5.3,-5.7
'0:02.771',7.5,-13.2,-5.3,-5.4
'0:02.772',7.1,-13.4,-5.2,-5.3
'0:02.773',6.7,-13.5,-5.2,-5.4
'0:02.774',6.4,-13.4,-5.2,-5.5
'0:02.775',6,-13.2,-5.2,-5.8
'0:02.776',5.6,-13.1,-5.2,-6.1
'0:02.777',5.3,-13.1,-5.2,-6.6
'0:02.778',5,-13.3,-5.1,-7.1
'0:02.779',4.7,-13.6,-5.1,-7.5
'0:02.780',4.3,-13.8,-5.1,-7.9
'0:02.781',4,-13.8,-5,-8.1
'0:02.782',3.6,-13.6,-4.9,-8.3
'0:02.783',3.3,-13.3,-4.9,-8.5
'0:02.784',3,-12.9,-4.9,-8.6
'0:02.785',2.9,-12.6,-5,-8.6
'0:02.786',2.8,-12.5,-5,-8.5
'0:02.787',2.8,-12.3,-5,-8.5
'0:02.788',2.9,-12,-4.9,-8.4
'0:02.789',3,-11.8,-4.9,-8.2
'0:02.790',3.4,-11.5,-4.8,-8.1
'0:02.791',3.9,-11.3,-4.8,-7.9
'0:02.792',4.4,-11.3,-4.7,-7.7
'0:02.793',5,-11.4,-4.7,-7.5
'0:02.794',5.4,-11.7,-4.6,-7.3
'0:02.795',5.8,-12,-4.5,-7.1
'0:02.796',6.1,-12.3,-4.4,-6.9
'0:02.797',6.4,-12.7,-4.2,-6.7
'0:02.798',6.5,-13.1,-4,-6.6
'0:02.799',6.5,-13.4,-3.8,-6.4
'0:02.800',6.3,-13.8,-3.6,-6.3
'0:02.801',6,-14,-3.4,-6.3
'0:02.802',5.5,-14.2,-3.2,-6.2
'0:02.803',4.9,-14.3,-3,-6.3
'0:02.804',4.3,-14.3,-2.8,-6.3
'0:02.805',3.6,-14.3,-2.6,-6.4
'0:02.806',2.9,-14.2,-2.3,-6.5
'0:02.807',2,-14,-2.1,-6.6
'0:02.808',1.1,-13.8,-2,-6.7
'0:02.809',0.3,-13.6,-1.9,-6.8
'0:02.810',-0.5,-13.5,-1.8,-6.9
'0:02.811',-1.1,-13.4,-1.7,-6.9
'0:02.812',-1.8,-13.4,-1.5,-7
'0:02.813',-2.4,-13.3,-1.3,-7
'0:02.814',-3,-13.3,-1.1,-6.9
'0:02.815',-3.6,-13.3,-1,-6.8
'0:02.816',-4.1,-13.4,-0.9,-6.6
'0:02.817',-4.6,-13.6,-0.8,-6.5
'0:02.818',-5.1,-13.8,-0.7,-6.2
'0:02.819',-5.5,-13.9,-0.5,-6
'0:02.820',-5.8,-13.9,-0.4,-5.6
'0:02.821',-6,-14,-0.2,-5.2
'0:02.822',-6.2,-14,-0.1,-4.8
'0:02.823',-6.2,-14,0,-4.4
'0:02.824',-6.1,-14,0.2,-4
'0:02.825',-6,-13.7,0.3,-3.7
'0:02.826',-5.7,-13.3,0.5,-3.4
'0:02.827',-5.4,-12.8,0.7,-3.2
'0:02.828',-5.1,-12.4,0.9,-3.1
'0:02.829',-4.8,-12,1.1,-3
'0:02.830',-4.5,-11.6,1.2,-2.9
'0:02.831',-4.2,-11.1,1.4,-2.9
'0:02.832',-3.9,-10.7,1.4,-3
'0:02.833',-3.8,-10.2,1.5,-3
'0:02.834',-3.7,-9.9,1.5,-3
'0:02.835',-3.8,-9.7,1.5,-3
'0:02.836',-4,-9.4,1.6,-3
'0:02.837',-4.1,-9.1,1.7,-3
'0:02.838',-4.2,-8.6,1.7,-3
'0:02.839',-4.4,-8.3,1.7,-3
'0:02.840',-4.7,-7.9,1.7,-3
'0:02.841',-4.9,-7.7,1.7,-3
'0:02.842',-5.2,-7.6,1.7,-3
'0:02.843',-5.4,-7.3,1.6,-3
'0:02.844',-5.6,-7.1,1.6,-3
'0:02.845',-5.8,-6.8,1.6,-3
'0:02.846',-5.9,-6.6,1.5,-3
'0:02.847',-6.1,-6.5,1.4,-3
'0:02.848',-6.1,-6.3,1.4,-3
'0:02.849',-6.1,-6,1.4,-3
'0:02.850',-6,-5.8,1.3,-3.1
'0:02.851',-5.9,-5.6,1.3,-3.2
'0:02.852',-5.8,-5.4,1.3,-3.3
'0:02.853',-5.5,-5.2,1.3,-3.4
'0:02.854',-5.2,-4.9,1.3,-3.5
'0:02.855',-4.9,-4.7,1.3,-3.5
'0:02.856',-4.6,-4.5,1.3,-3.5
'0:02.857',-4.3,-4.3,1.3,-3.5
'0:02.858',-4,-4.2,1.4,-3.5
'0:02.859',-3.8,-4.2,1.4,-3.3
'0:02.860',-3.5,-4.1,1.3,-3.1
'0:02.861',-3.2,-4,1.3,-2.8
'0:02.862',-3,-3.9,1.2,-2.5
'0:02.863',-2.8,-3.8,1.1,-2.2
'0:02.864',-2.6,-3.6,1.1,-1.9
'0:02.865',-2.4,-3.4,1.1,-1.5
'0:02.866',-2.1,-3.2,1,-1.2
'0:02.867',-1.8,-2.9,0.9,-0.8
'0:02.868',-1.6,-2.6,0.8,-0.4
'0:02.869',-1.4,-2.2,0.7,0
'0:02.870',-1.3,-1.8,0.6,0.2
'0:02.871',-1.1,-1.4,0.6,0.4
'0:02.872',-1,-1,0.6,0.5
'0:02.873',-0.9,-0.8,0.6,0.6
'0:02.874',-0.9,-0.6,0.6,0.8
'0:02.875',-0.9,-0.6,0.6,0.8
'0:02.876',-1,-0.7,0.5,0.8
'0:02.877',-1.2,-0.9,0.5,0.7
'0:02.878',-1.4,-1.1,0.5,0.6
'0:02.879',-1.6,-1.3,0.5,0.5
'0:02.880',-1.8,-1.5,0.5,0.4
'0:02.881',-2.1,-1.7,0.5,0.4
'0:02.882',-2.3,-1.8,0.5,0.4
'0:02.883',-2.5,-1.9,0.6,0.3
'0:02.884',-2.6,-2,0.6,0.3
'0:02.885',-2.6,-2,0.5,0.3
'0:02.886',-2.6,-1.9,0.5,0.3
'0:02.887',-2.4,-1.9,0.4,0.3
'0:02.888',-2.3,-1.8,0.4,0.3
'0:02.889',-2,-1.9,0.4,0.3
'0:02.890',-1.5,-1.9,0.4,0.2
'0:02.891',-0.9,-1.9,0.4,0.2
'0:02.892',-0.4,-1.7,0.3,0.2
'0:02.893',0.1,-1.5,0.3,0.1
'0:02.894',0.5,-1.2,0.2,0
'0:02.895',0.9,-1,0.2,0
'0:02.896',1.2,-0.8,0.2,-0.1
'0:02.897',1.4,-0.5,0.2,0
'0:02.898',1.6,-0.2,0.3,0
'0:02.899',1.7,0.2,0.3,-0.1
'0:02.900',1.7,0.5,0.3,-0.1
'0:02.901',1.5,0.4,0.3,-0.1
'0:02.902',1.3,0.2,0.4,-0.1
'0:02.903',1,-0.3,0.4,-0.1
'0:02.904',0.8,-0.9,0.4,-0.1
'0:02.905',0.4,-1.5,0.4,-0.1
'0:02.906',0,-2.2,0.4,-0.1
'0:02.907',-0.4,-3,0.4,-0.1
'0:02.908',-0.7,-3.8,0.4,-0.1
'0:02.909',-0.9,-4.4,0.4,-0.1
'0:02.910',-1,-4.7,0.4,-0.1
'0:02.911',-1,-4.8,0.4,-0.2
'0:02.912',-1,-4.7,0.4,-0.3
'0:02.913',-1.1,-4.5,0.4,-0.4
'0:02.914',-1.1,-4.2,0.4,-0.6
'0:02.915',-1.1,-3.7,0.3,-0.8
'0:02.916',-1,-3,0.2,-1
'0:02.917',-0.8,-2,0.1,-1.1
'0:02.918',-0.6,-0.8,0,-1.3
'0:02.919',-0.4,0.4,0,-1.4
'0:02.920',-0.3,1.4,-0.1,-1.5
'0:02.921',-0.1,2.2,-0.1,-1.6
'0:02.922',0,2.7,-0.2,-1.6
'0:02.923',0.2,3.2,-0.2,-1.6
'0:02.924',0.3,3.5,-0.1,-1.4
'0:02.925',0.3,3.7,0,-1.1
'0:02.926',0.3,3.7,0,-0.8
'0:02.927',0.3,3.3,0.1,-0.5
'0:02.928',0.2,2.8,0.2,-0.3
'0:02.929',0.1,2.1,0.2,0.1
'0:02.930',0,1.5,0.3,0.4
'0:02.931',0,1,0.4,0.8
'0:02.932',-0.1,0.6,0.4,1
'0:02.933',-0.1,0.3,0.3,1.2
'0:02.934',-0.1,0,0.3,1.2
'0:02.935',-0.1,0,0.4,1.2
'0:02.936',-0.1,0.1,0.4,1.1
'0:02.937',-0.1,0.4,0.4,1.1
'0:02.938',0,0.8,0.4,0.9
'0:02.939',0,1.1,0.3,0.7
'0:02.940',0.1,1.3,0.3,0.5
'0:02.941',0.1,1.4,0.2,0.3
'0:02.942',0.2,1.5,0.2,0.1
'0:02.943',0.1,1.5,0.1,-0.1
'0:02.944',0.1,1.4,0.1,-0.2
'0:02.945',0,1.1,0,-0.4
'0:02.946',0.1,0.5,-0.1,-0.5
'0:02.947',0.1,-0.1,-0.1,-0.6
'0:02.948',0.2,-0.8,-0.1,-0.7
'0:02.949',0.2,-1.4,-0.1,-0.7
'0:02.950',0.2,-2.1,-0.1,-0.7
'0:02.951',0.2,-2.7,0,-0.7
'0:02.952',0.1,-3.3,0.1,-0.7
'0:02.953',0.1,-3.8,0.2,-0.7
'0:02.954',0.2,-4,0.2,-0.7
'0:02.955',0.3,-3.9,0.3,-0.8
'0:02.956',0.4,-3.6,0.3,-0.8
'0:02.957',0.4,-3.2,0.3,-0.8
'0:02.958',0.5,-2.7,0.4,-0.8
'0:02.959',0.6,-2.1,0.4,-0.8
'0:02.960',0.7,-1.5,0.5,-0.7
'0:02.961',0.8,-0.9,0.5,-0.6
'0:02.962',0.9,-0.3,0.5,-0.5
'0:02.963',1,0.2,0.5,-0.3
'0:02.964',1.1,0.4,0.6,-0.1
'0:02.965',1.1,0.3,0.7,0.1
'0:02.966',1.1,-0.1,0.8,0.3
'0:02.967',1,-0.7,0.8,0.5
'0:02.968',0.9,-1.3,0.9,0.6
'0:02.969',0.8,-2,0.8,0.8
'0:02.970',0.6,-2.7,0.8,0.8
'0:02.971',0.4,-3.5,0.9,0.9
'0:02.972',0.3,-4.2,1,1
'0:02.973',0.2,-4.8,1.1,1
'0:02.974',0,-5.3,1.1,0.9
'0:02.975',-0.1,-5.7,1.2,0.8
'0:02.976',-0.2,-6,1.3,0.8
'0:02.977',-0.4,-6.2,1.4,0.7
'0:02.978',-0.5,-6.3,1.4,0.8
'0:02.979',-0.6,-6.4,1.5,0.8
'0:02.980',-0.8,-6.3,1.6,0.7
'0:02.981',-0.9,-6.2,1.7,0.7
'0:02.982',-1,-6,1.8,0.6
'0:02.983',-1.1,-5.8,1.8,0.6
'0:02.984',-1.3,-5.6,1.9,0.6
'0:02.985',-1.3,-5.3,1.9,0.5
'0:02.986',-1.4,-5,2,0.5
'0:02.987',-1.5,-4.8,2,0.5
'0:02.988',-1.6,-4.5,2,0.4
'0:02.989',-1.7,-4.2,2.1,0.3
'0:02.990',-1.9,-4,2.1,0.2
'0:02.991',-2.1,-3.9,2.2,0.2
'0:02.992',-2.4,-3.8,2.2,0.1
'0:02.993',-2.6,-3.8,2.3,0.1
'0:02.994',-2.9,-3.9,2.3,0.1
'0:02.995',-3.2,-3.9,2.4,0.1
'0:02.996',-3.5,-4,2.5,0
'0:02.997',-3.8,-4,2.7,-0.2
'0:02.998',-4.1,-3.9,2.8,-0.3
'0:02.999',-4.4,-3.8,3,-0.4
'0:03.000',-4.7,-3.6,3,-0.6
'0:03.001',-5.1,-3.5,3.2,-0.7
'0:03.002',-5.4,-3.5,3.2,-0.9
'0:03.003',-5.8,-3.7,3.3,-1
'0:03.004',-6.1,-4,3.4,-1.2
'0:03.005',-6.5,-4.5,3.5,-1.3
'0:03.006',-6.9,-5.1,3.6,-1.4
'0:03.007',-7.2,-5.9,3.6,-1.5
'0:03.008',-7.6,-6.8,3.7,-1.7
'0:03.009',-7.9,-7.8,3.8,-1.9
'0:03.010',-8.3,-8.7,3.8,-2.1
'0:03.011',-8.6,-9.5,3.8,-2.2
'0:03.012',-9,-10.1,3.9,-2.4
'0:03.013',-9.4,-10.5,4,-2.5
'0:03.014',-9.7,-10.8,4.1,-2.7
'0:03.015',-10.1,-11,4.2,-2.8
'0:03.016',-10.4,-11,4.3,-2.8
'0:03.017',-10.8,-10.9,4.4,-2.8
'0:03.018',-11.1,-10.4,4.5,-2.8
'0:03.019',-11.4,-9.7,4.6,-2.7
'0:03.020',-11.7,-9,4.5,-2.7
'0:03.021',-12,-8.2,4.5,-2.6
'0:03.022',-12.2,-7.3,4.5,-2.5
'0:03.023',-12.4,-6.5,4.5,-2.4
'0:03.024',-12.6,-5.7,4.6,-2.3
'0:03.025',-12.8,-5.3,4.8,-2.3
'0:03.026',-13.1,-5.2,4.9,-2.3
'0:03.027',-13.4,-5.3,5,-2.3
'0:03.028',-13.6,-5.7,5.1,-2.4
'0:03.029',-13.9,-6.4,5.2,-2.4
'0:03.030',-14.2,-7.7,5.3,-2.4
'0:03.031',-14.5,-9.4,5.4,-2.4
'0:03.032',-14.8,-11,5.5,-2.4
'0:03.033',-15.1,-11.8,5.6,-2.5
'0:03.034',-15.3,-11.6,5.7,-2.6
'0:03.035',-15.5,-10.9,5.7,-2.7
'0:03.036',-15.8,-10.7,5.9,-2.8
'0:03.037',-16.1,-11.5,6,-2.9
'0:03.038',-16.4,-13.1,6.1,-3
'0:03.039',-16.8,-14.7,6.2,-3.1
'0:03.040',-17.1,-15.5,6.2,-3.2
'0:03.041',-17.4,-15.4,6.3,-3.4
'0:03.042',-17.7,-14.8,6.3,-3.5
'0:03.043',-18,-14.5,6.3,-3.6
'0:03.044',-18.2,-14.7,6.3,-3.7
